instance_id,true_label,predicted_label_a,predicted_label_b,a_correct,b_correct
0029/000896#1,box,box,box,True,True
0008/000871#0,can,can,can,True,True
0008/000871#2,bottle,bottle,box,True,False
0044/002406#0,box,box,box,True,True
0044/002406#1,can,can,can,True,True
0044/002406#2,box,box,box,True,True
0044/002406#3,box,box,box,True,True
0019/001861#0,box,box,box,True,True
0019/001861#1,box,box,box,True,True
0019/002126#1,box,box,box,True,True
0019/002126#3,box,box,box,True,True
0059/000231#1,can,can,can,True,True
0008/001046#0,can,can,can,True,True
0008/001046#2,bottle,bottle,bottle,True,True
0044/000246#0,box,box,box,True,True
0044/000246#1,can,can,can,True,True
0044/000246#3,box,box,box,True,True
0077/000186#0,box,box,box,True,True
0041/002231#0,can,can,can,True,True
0041/002231#1,box,box,box,True,True
0041/002231#2,box,box,box,True,True
0041/001891#0,can,can,can,True,True
0041/001891#1,box,box,box,True,True
0019/001541#0,box,box,box,True,True
0019/001541#1,box,box,box,True,True
0008/001946#0,can,can,can,True,True
0050/001906#0,box,box,box,True,True
0050/001906#1,can,can,can,True,True
0050/001641#0,box,box,box,True,True
0050/001641#1,can,can,can,True,True
0008/002546#0,can,can,can,True,True
0008/002546#1,bottle,bottle,bottle,True,True
0008/002546#2,bottle,bottle,bottle,True,True
0011/000256#1,bowl,bowl,bowl,True,True
0011/000256#2,mug,box,box,False,False
0008/002921#0,can,can,can,True,True
0008/002921#1,bottle,bottle,bottle,True,True
0019/002071#0,box,box,box,True,True
0019/002071#1,box,box,box,True,True
0044/001811#1,can,can,can,True,True
0044/001811#2,box,box,box,True,True
0044/001811#3,box,box,box,True,True
0048/000236#0,can,can,can,True,True
0019/002066#1,box,box,box,True,True
0019/002066#3,box,box,box,True,True
0019/000156#1,box,box,box,True,True
0019/000156#3,box,box,box,True,True
0041/000906#0,can,can,can,True,True
0041/000906#1,box,box,box,True,True
0041/000906#2,box,box,box,True,True
0050/001331#1,can,can,can,True,True
0050/001331#2,bottle,bottle,bottle,True,True
0041/001846#0,can,can,can,True,True
0041/001846#1,box,box,box,True,True
0041/001846#2,box,box,box,True,True
0059/000561#1,can,can,can,True,True
0008/000266#0,can,can,can,True,True
0044/000731#0,box,box,box,True,True
0044/000731#1,can,can,can,True,True
0044/000731#3,box,box,box,True,True
0050/000546#0,box,box,box,True,True
0050/000546#1,can,can,can,True,True
0007/001086#0,box,box,box,True,True
0007/001086#1,bottle,bottle,bottle,True,True
0007/001086#3,mug,mug,mug,True,True
0029/000246#0,box,box,box,True,True
0029/000246#1,box,box,box,True,True
0048/001526#0,can,can,can,True,True
0059/001111#0,box,box,box,True,True
0059/001111#1,can,can,can,True,True
0029/000291#0,box,box,box,True,True
0048/002136#0,can,can,can,True,True
0048/002136#1,mug,box,box,False,False
0026/000121#0,bottle,box,bottle,False,True
0059/000961#0,box,box,box,True,True
0059/000961#1,can,can,can,True,True
0029/001086#0,box,box,box,True,True
0029/001086#1,box,box,box,True,True
0041/000051#0,can,can,can,True,True
0041/000051#1,box,box,box,True,True
0041/000051#2,box,box,box,True,True
0008/000521#0,bottle,box,box,False,False
0008/000521#1,bottle,bottle,bottle,True,True
0072/000646#1,box,box,box,True,True
0059/000826#0,box,box,box,True,True
0059/000826#1,can,can,can,True,True
0041/001321#0,can,can,can,True,True
0059/001471#1,can,can,can,True,True
0007/001956#0,box,box,box,True,True
0007/001956#1,bottle,box,box,False,False
0007/001956#3,mug,mug,mug,True,True
0008/002366#0,can,can,can,True,True
0008/002366#1,bottle,bottle,bottle,True,True
0019/000346#3,box,box,box,True,True
0041/000966#0,can,can,can,True,True
0041/000966#1,box,box,box,True,True
0041/000966#2,box,box,box,True,True
0007/001726#0,box,box,box,True,True
0007/001726#2,bowl,box,box,False,False
0011/000466#1,bowl,box,box,False,False
0011/000466#2,mug,box,box,False,False
0050/000556#0,box,box,box,True,True
0050/000556#1,can,can,can,True,True
0007/001156#0,box,box,box,True,True
0007/001156#1,bottle,bottle,bottle,True,True
0007/001156#2,bowl,box,box,False,False
0007/001156#3,mug,box,box,False,False
0008/000916#0,can,can,can,True,True
0008/000916#2,bottle,bottle,bottle,True,True
0059/000266#1,can,can,can,True,True
0059/000061#1,can,can,can,True,True
0041/000466#0,can,can,can,True,True
0041/000466#1,box,box,box,True,True
0041/000466#2,box,box,box,True,True
0007/000386#1,bottle,box,box,False,False
0007/000386#2,bowl,bowl,bowl,True,True
0007/000386#3,mug,box,box,False,False
0044/001141#0,box,box,box,True,True
0044/001141#1,can,can,can,True,True
0044/001141#2,box,box,box,True,True
0019/001426#1,box,box,box,True,True
0019/001426#3,box,box,box,True,True
0008/002016#0,can,can,can,True,True
0026/000636#0,bottle,bottle,bottle,True,True
0011/000536#1,bowl,box,box,False,False
0011/000536#2,mug,box,box,False,False
0008/002326#0,can,can,can,True,True
0008/002326#1,bottle,bottle,bottle,True,True
0008/002326#2,bottle,bottle,bottle,True,True
0044/002426#0,box,box,box,True,True
0044/002426#1,can,can,can,True,True
0044/002426#2,box,box,box,True,True
0044/002426#3,box,box,box,True,True
0041/002046#0,can,can,can,True,True
0041/002046#1,box,box,box,True,True
0008/001581#0,can,can,can,True,True
0050/001051#0,box,box,box,True,True
0050/001051#1,can,can,can,True,True
0050/001051#2,bottle,bottle,bottle,True,True
0019/000716#3,box,box,box,True,True
0008/000276#0,can,can,can,True,True
0008/000276#2,bottle,bottle,bottle,True,True
0008/001761#0,can,can,can,True,True
0008/001761#2,bottle,box,box,False,False
0007/000271#1,bottle,box,box,False,False
0007/000271#2,bowl,box,box,False,False
0007/000271#3,mug,mug,mug,True,True
0050/001186#0,box,box,box,True,True
0050/001186#1,can,can,can,True,True
0007/001216#0,box,box,box,True,True
0007/001216#1,bottle,bottle,bottle,True,True
0007/001216#2,bowl,bowl,bowl,True,True
0007/001216#3,mug,mug,mug,True,True
0041/000601#0,can,can,can,True,True
0041/000601#1,box,box,box,True,True
0041/002146#0,can,can,can,True,True
0041/002146#1,box,box,box,True,True
0041/002146#2,box,box,box,True,True
0029/001011#0,box,box,box,True,True
0029/001011#1,box,box,box,True,True
0008/002386#0,can,can,can,True,True
0008/002386#1,bottle,bottle,bottle,True,True
0008/002386#2,bottle,bottle,bottle,True,True
0041/000936#0,can,can,can,True,True
0041/000936#1,box,box,box,True,True
0041/000936#2,box,box,box,True,True
0008/000671#0,can,can,can,True,True
0059/001351#0,box,box,box,True,True
0059/001351#1,can,can,can,True,True
0011/000261#1,bowl,bowl,bowl,True,True
0011/000261#2,mug,box,box,False,False
0044/000221#0,box,box,box,True,True
0044/000221#1,can,can,can,True,True
0044/000221#3,box,box,box,True,True
0059/001226#1,can,can,can,True,True
0007/001001#0,box,box,box,True,True
0007/001001#1,bottle,bottle,bottle,True,True
0007/001001#3,mug,mug,mug,True,True
0041/000256#0,can,can,can,True,True
0041/000256#1,box,box,box,True,True
0041/000256#2,box,box,box,True,True
0059/000471#1,can,can,can,True,True
0019/001286#1,box,box,box,True,True
0019/001286#3,box,box,box,True,True
0048/001841#0,can,can,can,True,True
0048/001841#1,mug,box,box,False,False
0041/000866#0,can,can,can,True,True
0041/000866#1,box,box,box,True,True
0041/000866#2,box,box,box,True,True
0019/000211#1,box,box,box,True,True
0019/000211#3,box,box,box,True,True
0029/001161#0,box,box,box,True,True
0029/001161#1,box,box,box,True,True
0011/000546#1,bowl,box,box,False,False
0011/000546#2,mug,mug,mug,True,True
0041/001711#0,can,can,can,True,True
0041/001711#1,box,box,box,True,True
0048/000501#0,can,can,can,True,True
0008/001876#0,can,can,can,True,True
0050/000161#0,box,box,box,True,True
0050/000161#1,can,can,can,True,True
0041/000996#0,can,can,can,True,True
0041/000996#1,box,box,box,True,True
0041/000996#2,box,box,box,True,True
0011/000456#1,bowl,box,box,False,False
0011/000456#2,mug,box,box,False,False
0059/000176#1,can,can,can,True,True
0041/001916#0,can,can,can,True,True
0041/001916#1,box,box,box,True,True
0072/000666#1,box,box,box,True,True
0008/002246#0,can,can,can,True,True
0008/002246#1,bottle,bottle,bottle,True,True
0008/001626#0,can,can,can,True,True
0026/000126#0,bottle,bottle,bottle,True,True
0026/000481#0,bottle,bottle,bottle,True,True
0041/000146#0,can,can,can,True,True
0041/000146#1,box,box,box,True,True
0041/000146#2,box,box,box,True,True
0050/000721#0,box,box,box,True,True
0050/000721#1,can,can,can,True,True
0048/001061#0,can,can,can,True,True
0048/000326#0,can,can,can,True,True
0048/000556#0,can,can,can,True,True
0050/001301#0,box,box,box,True,True
0050/001301#1,can,can,can,True,True
0059/001386#1,can,can,can,True,True
0059/001246#1,can,can,can,True,True
0041/001986#0,can,can,can,True,True
0041/001986#1,box,box,box,True,True
0041/001986#2,box,box,box,True,True
0008/001056#0,can,can,can,True,True
0008/001056#2,bottle,bottle,bottle,True,True
0007/000201#1,bottle,box,box,False,False
0007/000201#2,bowl,bowl,box,True,False
0007/000201#3,mug,mug,mug,True,True
0008/001491#0,can,can,can,True,True
0059/001436#0,box,box,box,True,True
0059/001436#1,can,can,can,True,True
0041/000671#0,can,can,can,True,True
0041/000671#1,box,box,box,True,True
0041/000671#2,box,box,box,True,True
0008/000951#0,can,can,can,True,True
0008/000951#2,bottle,bottle,bottle,True,True
0019/001346#0,box,box,box,True,True
0019/001346#1,box,box,box,True,True
0019/001346#3,box,box,box,True,True
0019/000401#3,box,box,box,True,True
0044/000676#0,box,box,box,True,True
0044/000676#1,can,can,can,True,True
0044/000676#2,box,box,box,True,True
0044/000676#3,box,box,box,True,True
0050/000446#0,box,box,box,True,True
0050/000446#1,can,can,can,True,True
0008/001901#0,can,can,can,True,True
0041/001336#0,can,can,can,True,True
0041/002126#0,can,can,can,True,True
0041/002126#1,box,box,box,True,True
0041/002126#2,box,box,box,True,True
0044/000546#0,box,box,box,True,True
0044/000546#1,can,can,can,True,True
0044/000546#3,box,box,box,True,True
0077/000481#0,box,box,box,True,True
0007/000241#1,bottle,box,box,False,False
0007/000241#3,mug,box,box,False,False
0008/001566#0,can,can,can,True,True
0029/000876#0,box,box,box,True,True
0029/000876#1,box,box,box,True,True
0041/000706#0,can,can,can,True,True
0041/000706#1,box,box,box,True,True
0041/000706#2,box,box,box,True,True
0044/000001#0,box,box,box,True,True
0044/000001#1,can,can,can,True,True
0044/000001#2,box,box,box,True,True
0044/000001#3,box,box,box,True,True
0059/000711#1,can,can,can,True,True
0008/000361#1,bottle,bottle,bottle,True,True
0026/000376#0,bottle,bottle,bottle,True,True
0011/000151#1,bowl,bowl,box,True,False
0011/000151#2,mug,mug,mug,True,True
0044/002281#0,box,box,box,True,True
0044/002281#1,can,can,can,True,True
0044/002281#2,box,box,box,True,True
0044/002281#3,box,box,box,True,True
0072/000801#1,box,box,box,True,True
0048/001131#0,can,can,can,True,True
0008/001081#0,can,can,can,True,True
0008/001081#1,bottle,bottle,bottle,True,True
0044/002336#0,box,box,box,True,True
0044/002336#1,can,can,can,True,True
0044/002336#2,box,box,box,True,True
0044/002336#3,box,box,box,True,True
0072/000751#1,box,box,box,True,True
0041/001166#0,can,can,can,True,True
0019/001876#0,box,box,box,True,True
0019/001876#1,box,box,box,True,True
0008/000376#1,bottle,bottle,box,True,False
0041/001096#0,can,can,can,True,True
0041/001096#1,box,box,box,True,True
0041/000396#0,can,can,can,True,True
0041/000396#1,box,box,box,True,True
0041/000396#2,box,box,box,True,True
0059/001831#0,box,box,box,True,True
0059/001831#1,can,can,can,True,True
0007/000366#1,bottle,box,box,False,False
0007/000366#3,mug,box,box,False,False
0044/001411#0,box,box,box,True,True
0044/001411#1,can,can,can,True,True
0044/001411#2,box,box,box,True,True
0008/000391#0,can,can,can,True,True
0008/000391#1,bottle,box,box,False,False
0008/000391#2,bottle,bottle,bottle,True,True
0044/000416#0,box,box,box,True,True
0044/000416#1,can,can,can,True,True
0044/000416#3,box,box,box,True,True
0011/000751#0,bottle,bottle,bottle,True,True
0011/000751#1,bowl,box,box,False,False
0011/000751#2,mug,mug,mug,True,True
0008/001181#0,can,can,can,True,True
0008/001181#1,bottle,bottle,bottle,True,True
0041/002346#0,can,can,can,True,True
0041/002346#1,box,box,box,True,True
0019/000541#3,box,box,box,True,True
0048/001831#0,can,can,can,True,True
0048/001831#1,mug,box,box,False,False
0048/000816#0,can,can,can,True,True
0041/000976#0,can,can,can,True,True
0041/000976#1,box,box,box,True,True
0019/001976#0,box,box,box,True,True
0019/001976#1,box,box,box,True,True
0072/000836#1,box,box,box,True,True
0041/001576#0,can,can,can,True,True
0044/002421#0,box,box,box,True,True
0044/002421#1,can,can,can,True,True
0044/002421#2,box,box,box,True,True
0044/002421#3,box,box,box,True,True
0072/000121#1,box,box,box,True,True
0041/001671#0,can,can,can,True,True
0041/001671#1,box,box,box,True,True
0007/001896#3,mug,mug,mug,True,True
0008/001676#0,can,can,can,True,True
0008/001676#2,bottle,box,box,False,False
0048/000286#0,can,can,can,True,True
0048/002141#0,can,can,can,True,True
0048/002141#1,mug,box,box,False,False
0041/002181#0,can,can,can,True,True
0041/002181#1,box,box,box,True,True
0044/000051#0,box,box,box,True,True
0044/000051#1,can,can,can,True,True
0044/000051#3,box,box,box,True,True
0011/000446#1,bowl,box,box,False,False
0011/000446#2,mug,box,box,False,False
0048/001156#0,can,can,can,True,True
0019/001451#1,box,box,box,True,True
0019/001451#3,box,box,box,True,True
0007/000326#1,bottle,box,box,False,False
0007/000326#3,mug,box,box,False,False
0007/000831#0,box,box,box,True,True
0007/000831#3,mug,mug,mug,True,True
0019/001161#1,box,box,box,True,True
0019/001161#3,box,box,box,True,True
0008/000561#0,bottle,box,box,False,False
0008/000561#1,bottle,bottle,bottle,True,True
0019/000556#3,box,box,box,True,True
0011/000551#1,bowl,bottle,box,False,False
0011/000551#2,mug,mug,mug,True,True
0007/001756#0,box,box,box,True,True
0007/001756#2,bowl,box,box,False,False
0007/001756#3,mug,box,box,False,False
0011/000211#1,bowl,bowl,bowl,True,True
0011/000211#2,mug,mug,mug,True,True
0007/001741#0,box,box,box,True,True
0007/001741#2,bowl,box,box,False,False
0007/001741#3,mug,box,box,False,False
